iter	Quantile:alpha=0.7
296	0.0901442433
297	0.09012683471
298	0.09006093478
299	0.09003120266
300	0.08996132654
301	0.08992376197
302	0.08988976438
303	0.08986538518
304	0.08985087119
305	0.08980550317
306	0.08978715707
307	0.08969305666
308	0.08963315627
309	0.08960670146
310	0.08955653007
311	0.0895276853
312	0.08950226754
313	0.08946959808
314	0.08944673538
315	0.08941683217
316	0.08939481338
317	0.0893874467
318	0.08937270775
319	0.08935887569
320	0.08932857499
321	0.08927100308
322	0.089240326
323	0.08918517525
324	0.08907589109
325	0.08904879362
326	0.08900327912
327	0.08895234042
328	0.08893799661
329	0.08891388916
330	0.08890063085
331	0.08890003306
332	0.08887542033
333	0.08886681802
334	0.08882613716
335	0.08881578079
336	0.08878783568
337	0.08873842978
338	0.08871856318
339	0.08870286878
340	0.08866126489
341	0.08865085161
342	0.08860125104
343	0.08857652424
344	0.08854090148
345	0.08848093622
346	0.08844102472
347	0.0884192564
348	0.08837215821
349	0.08834868145
350	0.0883208794
351	0.08828441253
352	0.08816910524
353	0.08817040046
354	0.08809941992
355	0.08807185475
356	0.08804342986
357	0.08802661772
358	0.08800276768
359	0.08796895693
360	0.08791756375
361	0.08788693379
362	0.087869227
363	0.08782638333
364	0.08781613588
365	0.08779224296
366	0.08772102309
367	0.08768950196
368	0.08764426947
369	0.08760461037
370	0.08760589625
371	0.08759295585
372	0.08757158806
373	0.08754128853
374	0.08742839769
375	0.08740208894
376	0.08731674919
377	0.08725346798
378	0.08720992613
379	0.08719652899
380	0.08718726338
381	0.08713722608
382	0.08707751261
383	0.08703987996
384	0.08702084419
385	0.08696964665
386	0.08692805546
387	0.08690082186
388	0.0868694709
389	0.08682568123
390	0.08678605298
391	0.08669045052
392	0.0866555423
393	0.08662695693
394	0.0865672391
395	0.08647860312
396	0.08645100408
397	0.08642074994
398	0.0862940982
399	0.08624379582
400	0.0862229746
401	0.0862044082
402	0.08617869558
403	0.08614561279
404	0.0861230617
405	0.08607295909
406	0.08602147047
407	0.08599879255
408	0.0859756441
409	0.08595458597
410	0.08592957366
411	0.08584952544
412	0.08578636298
413	0.08568596684
414	0.08564051527
415	0.08561105959
416	0.08555569226
417	0.08549102964
418	0.08544342352
419	0.08539691883
420	0.08537166471
421	0.08534605373
422	0.08530103907
423	0.08526015755
424	0.08522110919
425	0.08512215816
426	0.08510405478
427	0.08507064166
428	0.08502390137
429	0.08500083228
430	0.08496442908
431	0.08493294393
432	0.0849001978
433	0.08481738559
434	0.08478619806
435	0.08474848505
436	0.08471282624
437	0.08468086186
438	0.08462912641
439	0.08458746677
440	0.08455781937
441	0.08449994173
442	0.08448322333
443	0.08440857917
444	0.08437259631
445	0.08435203734
446	0.08431650888
447	0.08427513757
448	0.08425280984
449	0.08419241543
450	0.08410929054
451	0.08401044594
452	0.08395311473
453	0.08390726785
454	0.08388421536
455	0.08384053457
456	0.08381334761
457	0.08374470148
458	0.083717404
459	0.08368478278
460	0.08366218611
461	0.08358108405
462	0.08355626645
463	0.08349951661
464	0.08342234136
465	0.08340789677
466	0.08338016038
467	0.08336362531
468	0.08335020495
469	0.08331796792
470	0.08329584636
471	0.08328019548
472	0.08324236937
473	0.08320413333
474	0.08316080545
475	0.08314242848
476	0.08310297204
477	0.08301771686
478	0.08298806818
479	0.08295722736
480	0.08289790626
481	0.08287953765
482	0.08278998949
483	0.08277129791
484	0.08274873408
485	0.08273431251
486	0.08271615838
487	0.08269388204
488	0.08267192402
489	0.0826571925
490	0.08264972522
491	0.08259527291
492	0.0825704126
493	0.08255320947
494	0.08252195493
495	0.08250420049
496	0.08249501812
497	0.08247649368
498	0.08245121516
499	0.08243130246
500	0.08236496348
501	0.0823474482
502	0.08232858401
503	0.082307009
504	0.08223468737
505	0.08221690224
506	0.08218113068
507	0.08216341246
508	0.08214911573
509	0.08212528756
510	0.08210256371
511	0.08208495718
512	0.08207612612
513	0.08206440202
514	0.08203719705
515	0.08200867838
516	0.081980658
517	0.08196074322
518	0.08193156081
519	0.08192217286
520	0.08190380964
521	0.08188675651
522	0.08184029882
523	0.08182330511
524	0.08180802981
525	0.08178427105
526	0.08177428942
527	0.0817447434
528	0.08173375276
529	0.0817207789
530	0.08169062295
531	0.08168129613
532	0.08165009307
533	0.08162441507
534	0.081595541
535	0.08156491351
536	0.08150407638
537	0.08147629728
538	0.08144400326
539	0.08142030355
540	0.08138267479
541	0.08136315402
542	0.08131699089
543	0.08128305383
544	0.08124754129
545	0.08122984981
546	0.08119643626
547	0.08118217571
548	0.08115632178
549	0.0811299761
550	0.081110376
551	0.08103779837
552	0.08097427461
553	0.08095675106
554	0.08093551914
555	0.0808691931
556	0.08085275099
557	0.08084258836
558	0.08081440084
559	0.08075925854
560	0.08070420261
561	0.08069550736
562	0.08068192174
563	0.08066113704
564	0.08064523258
565	0.0806288014
566	0.08057167518
567	0.0805639631
568	0.08052283789
569	0.08050846664
570	0.08045578521
571	0.08043743098
572	0.08041922665
573	0.08040930931
574	0.08039595806
575	0.08038479161
576	0.08037269362
577	0.08035553195
578	0.08034450372
579	0.08030871875
580	0.08028116647
581	0.08026659293
582	0.08022709337
583	0.08018366374
584	0.08017774587
585	0.08015907635
586	0.08013503035
587	0.08012291796
588	0.0801170178
589	0.08008377618
590	0.08005033603
591	0.0800160511
592	0.08000876512
593	0.07998144742
594	0.07995039993
595	0.07992139584
596	0.07988487653
597	0.07985990019
598	0.0798367824
599	0.07980680719
600	0.0797973149
601	0.07977930213
602	0.07976971066
603	0.07976303045
604	0.0797538497
605	0.07973293795
606	0.07972833765
607	0.07970749393
608	0.07967900824
609	0.07966665918
610	0.07963815188
611	0.07961629021
612	0.07960587115
613	0.07959121389
614	0.07958071896
615	0.07956959376
616	0.07953362518
617	0.07951392187
618	0.07950074763
619	0.07948475024
620	0.07944936155
621	0.07943652946
622	0.07941609338
623	0.07939483772
624	0.07935335108
625	0.0793262225
626	0.07923155158
627	0.07921257907
628	0.07920164367
629	0.07919098526
630	0.07917464102
631	0.07915251123
632	0.07913594545
633	0.07912260744
634	0.07908708969
635	0.07906818022
636	0.07904722724
637	0.07903696975
638	0.07900518168
639	0.0789929768
640	0.07895968259
641	0.07894219446
642	0.07892323354
643	0.07890077522
644	0.07887864155
645	0.07884981648
646	0.07882899501
647	0.0788078383
648	0.07879600988
649	0.0787376669
650	0.07872036747
651	0.07870023296
652	0.07862544551
653	0.07859555308
654	0.07857954329
655	0.0785621373
656	0.07852697504
657	0.07850902595
658	0.07849069518
659	0.07846939546
660	0.0784495156
661	0.07840798319
662	0.07839619797
663	0.07838521277
664	0.07836582946
665	0.07835479611
666	0.07833424991
667	0.07832052835
668	0.07830448185
669	0.0782960364
670	0.07827367612
671	0.07825205532
672	0.07822717678
673	0.07822282851
674	0.0782004846
675	0.07818300078
676	0.07816280488
677	0.07813793967
678	0.07811691223
679	0.07809645067
680	0.07807855339
681	0.07806559965
682	0.0780472104
683	0.07803424251
684	0.07798738508
685	0.07797688072
686	0.0779576671
687	0.07793560919
688	0.07788409669
689	0.0778718285
690	0.07786462353
691	0.0778504504
692	0.07783050871
693	0.07782228035
694	0.07781138201
695	0.07779706895
696	0.0777813521
697	0.07777550696
698	0.07775030037
699	0.07774078492
700	0.07772612604
701	0.07771960145
702	0.07770907594
703	0.07770301175
704	0.0776902837
705	0.07767024808
706	0.07760442442
707	0.0775824117
708	0.07756697425
709	0.07754015945
710	0.07752669235
711	0.07750022133
712	0.07746807925
713	0.07745795194
714	0.07745008336
715	0.07742207534
716	0.07740070526
717	0.07739539354
718	0.07738042713
719	0.07735115651
720	0.07732267001
721	0.07729106849
722	0.0772416313
723	0.07717640462
724	0.07715317581
725	0.07709775215
726	0.07708658541
727	0.07707761531
728	0.07706759028
729	0.07705979678
730	0.0770424058
731	0.07698109625
732	0.0769719625
733	0.07696249991
734	0.07693011596
735	0.0768890571
736	0.0768556373
737	0.07684262982
738	0.07683837366
739	0.07680452643
740	0.07679651533
741	0.07678407805
742	0.07677513034
743	0.07676331905
744	0.0767490424
745	0.07673241776
746	0.07671786874
747	0.0766989551
748	0.07668294919
749	0.07667050099
750	0.07665202323
751	0.07664406084
752	0.07658351382
753	0.07657524442
754	0.07656268234
755	0.07654398635
756	0.07651175015
757	0.07649960691
758	0.07648905819
759	0.07647764032
760	0.07645929914
761	0.07645338754
762	0.07644090551
763	0.07643554022
764	0.07642562464
765	0.07640879348
766	0.07640317708
767	0.07639520551
768	0.07638238325
769	0.07636537323
770	0.07634982279
771	0.07632784309
772	0.07632357578
773	0.07629893561
774	0.07629039318
775	0.07628550577
776	0.07628338929
777	0.07627399835
778	0.07625528094
779	0.07624086004
780	0.07619551371
781	0.07617470958
782	0.07616096231
783	0.07614181115
784	0.0761377084
785	0.07609862579
786	0.07609621884
787	0.07608336859
788	0.07607384572
789	0.07603626926
790	0.07601633291
791	0.07600662092
792	0.07599390075
793	0.07597542807
794	0.07596581186
795	0.07595569958
796	0.07594099369
797	0.07592969957
798	0.07590974678
799	0.07587947309
800	0.07586419349
801	0.07584627999
802	0.07581993405
803	0.07578767072
804	0.07577857062
805	0.07576484029
806	0.07574465743
807	0.07573270627
808	0.07572400305
809	0.07570493736
810	0.07569558074
811	0.07566730045
812	0.07563448231
813	0.07562223441
814	0.07560347017
815	0.07558220492
816	0.07554687552
817	0.07552797231
818	0.07550790311
819	0.0754705802
820	0.07546411938
821	0.07541670333
822	0.07540518693
823	0.07534662544
824	0.07532890858
825	0.07530850184
826	0.07527920035
827	0.07526599246
828	0.07525310501
829	0.07523674234
830	0.07522379233
831	0.07520902973
832	0.07520163133
833	0.07513577039
834	0.07512568448
835	0.07511305279
836	0.0750685501
837	0.07505375663
838	0.0750357997
839	0.07498081617
840	0.0749655013
841	0.07494817602
842	0.07493862972
843	0.07491127087
844	0.07489429712
845	0.07487560935
846	0.07486448148
847	0.07484290249
848	0.07482424104
849	0.07481753184
850	0.07480679583
851	0.0747893886
852	0.07477894168
853	0.07475387228
854	0.07474097959
855	0.07472537177
856	0.07467238515
857	0.07465778111
858	0.07462742171
859	0.07459917528
860	0.07458157689
861	0.07457318316
862	0.07456138395
863	0.07455293041
864	0.07453690331
865	0.07449672679
866	0.07447747366
867	0.0744621262
868	0.07444737786
869	0.07440746838
870	0.07439412534
871	0.07438502271
872	0.07437332191
873	0.07436781968
874	0.07435284045
875	0.07429390782
876	0.07428215127
877	0.07427265209
878	0.07423959593
879	0.07423402598
880	0.0742211231
881	0.07418933626
882	0.07418419919
883	0.07414075272
884	0.07413491059
885	0.0741270779
886	0.07411063473
887	0.07409073083
888	0.07407511897
889	0.07406562367
890	0.07405004345
891	0.07403861176
892	0.07403150518
893	0.0740127547
894	0.07399019085
895	0.0739731423
896	0.07395557186
897	0.07394599335
898	0.0739404164
899	0.07391572784
900	0.07389548392
901	0.07387948976
902	0.07386183204
903	0.07378847427
904	0.07377421133
905	0.07375826673
906	0.07374333836
907	0.07372707298
908	0.07371939695
909	0.07371278443
910	0.07370727033
911	0.07369551371
912	0.07368787189
913	0.07367792667
914	0.07366456182
915	0.0736534823
916	0.07360694688
917	0.07359642987
918	0.07356731752
919	0.07355259068
920	0.07354949015
921	0.07353470203
922	0.07352304082
923	0.07351263471
924	0.07349462479
925	0.07348051034
926	0.07347115703
927	0.07344656718
928	0.07341319672
929	0.07340870902
930	0.0734030852
931	0.07339735165
932	0.07338914254
933	0.07337440396
934	0.07336332043
935	0.07335154465
936	0.07334564044
937	0.07333642035
938	0.0733238627
939	0.07331884911
940	0.07330418467
941	0.07328119611
942	0.07327033567
943	0.07325707162
944	0.07324936048
945	0.07323121856
946	0.07322280331
947	0.07321487604
948	0.07320827799
949	0.07320132889
950	0.07319349007
951	0.07317934827
952	0.07317063216
953	0.07314822779
954	0.07313454654
955	0.07311636145
956	0.0730963064
957	0.07308265944
958	0.07306786663
959	0.07305999057
960	0.07305032982
961	0.07304543545
962	0.07303575365
963	0.07301299039
964	0.07300618103
965	0.07299937754
966	0.07299298179
967	0.072982366
968	0.07297133943
969	0.07295633224
970	0.07294237857
971	0.07293898498
972	0.07292378464
973	0.07291294482
974	0.07287217255
975	0.07287052348
976	0.07284197446
977	0.07282576813
978	0.07280505867
979	0.07279441323
980	0.07278373664
981	0.07277824004
982	0.07277073094
983	0.07275896988
984	0.07270693946
985	0.07269735331
986	0.07269228884
987	0.07268507153
988	0.07268184088
989	0.07267752699
990	0.07266900921
991	0.07266317265
992	0.07265405589
993	0.07265163499
994	0.0726453418
995	0.07263867477
996	0.07258433626
997	0.07255615434
998	0.07254100189
999	0.07253395272
1000	0.07251592234
1001	0.072512427
1002	0.07250205758
1003	0.0724973103
1004	0.07249026657
1005	0.07248763814
1006	0.07247236158
1007	0.07246169124
1008	0.0724550219
1009	0.07245181648
1010	0.07244031379
1011	0.07243000156
1012	0.07241085157
1013	0.07239714564
1014	0.07239272443
1015	0.07238377357
1016	0.07237583626
1017	0.07233994163
1018	0.07230141239
1019	0.07228717414
1020	0.07227122001
1021	0.07224499479
1022	0.07223436846
1023	0.07222430728
1024	0.07218053246
1025	0.07217474687
1026	0.07216676162
1027	0.07215227152
1028	0.07214303309
1029	0.07212572337
1030	0.07211839659
1031	0.07211311863
1032	0.0721071055
1033	0.07210362295
1034	0.07209921661
1035	0.07208798702
1036	0.07205925606
1037	0.07203522731
1038	0.07201573189
1039	0.07200314905
1040	0.07195492432
1041	0.07194838145
1042	0.07193705546
1043	0.07192304125
1044	0.07191175354
1045	0.07190249109
1046	0.07188700065
1047	0.07187748631
1048	0.07185101196
1049	0.071839894
1050	0.07182856344
1051	0.07181992623
1052	0.07178402723
1053	0.07177347724
1054	0.07176835802
1055	0.0717600757
1056	0.07175459693
1057	0.07174932404
1058	0.07174291051
1059	0.07172883948
1060	0.0717210551
1061	0.07170359216
1062	0.07169941336
1063	0.0716869993
1064	0.07167900893
1065	0.07166863979
1066	0.07166442104
1067	0.07165482149
1068	0.07163203697
1069	0.07162557763
1070	0.07161547506
1071	0.07160683289
1072	0.07160438441
1073	0.07157807995
1074	0.07157110541
1075	0.07156738339
1076	0.07156406003
1077	0.07156241332
1078	0.07154210614
1079	0.07153249429
1080	0.07153163069
1081	0.0715262432
1082	0.07152238259
1083	0.07149916409
1084	0.07149815335
1085	0.07149355982
1086	0.07148969992
1087	0.07148614192
1088	0.07148381614
1089	0.07147843646
1090	0.07146913307
1091	0.07146340271
1092	0.07145298277
1093	0.07144774647
1094	0.07142230696
1095	0.07140960678
1096	0.0713386378
1097	0.07132418615
1098	0.07131478796
1099	0.07127898774
1100	0.07127484157
1101	0.07126797306
1102	0.07125486013
1103	0.07124963266
1104	0.07124771893
1105	0.07123948505
1106	0.07122960986
1107	0.07122911005
1108	0.07122619877
1109	0.07121781836
1110	0.0712102333
1111	0.07120842415
1112	0.07120414431
1113	0.0711990242
1114	0.07119705378
1115	0.07119609725
1116	0.07119497165
1117	0.07118668613
1118	0.0711803307
1119	0.07117541263
1120	0.07116430465
1121	0.07115088584
1122	0.07114245745
1123	0.07113690808
1124	0.07113123781
1125	0.07112387023
1126	0.07111616452
1127	0.07111126926
1128	0.07110922861
1129	0.07110643119
1130	0.07110023835
1131	0.07109694062
1132	0.07109023687
1133	0.07108524791
1134	0.07107778419
1135	0.07107084573
1136	0.07106175103
1137	0.07105846719
1138	0.0710518213
1139	0.0710432698
1140	0.07103664814
1141	0.07103358405
1142	0.07102037212
1143	0.07101189427
1144	0.07098016015
1145	0.07097590989
1146	0.07097259025
1147	0.07096843498
1148	0.0709615583
1149	0.07095891786
1150	0.07095642389
1151	0.07095372861
1152	0.0709469963
1153	0.07093124973
1154	0.07092685663
1155	0.0709206087
1156	0.07091346957
1157	0.07090620016
1158	0.07089865793
1159	0.07089588727
1160	0.07088790044
1161	0.07087729745
1162	0.07086777084
1163	0.07085636935
1164	0.07083622796
1165	0.07082100647
1166	0.07081456161
1167	0.0708013513
1168	0.07077775993
1169	0.07076753386
1170	0.07076226281
1171	0.07074608051
1172	0.07073673672
1173	0.07072943176
1174	0.07072099426
1175	0.07071679673
1176	0.07070753521
1177	0.07069991732
1178	0.07069757315
1179	0.07069167898
1180	0.07067285681
1181	0.07066754618
1182	0.0706628514
1183	0.07065483341
1184	0.07063814324
1185	0.07062978168
1186	0.07060844381
1187	0.07058485399
1188	0.07057408919
1189	0.07056504007
1190	0.07056240605
1191	0.07055716126
1192	0.07055377519
1193	0.07053943663
1194	0.07053492934
1195	0.07051436789
1196	0.07050788873
1197	0.07050159224
1198	0.07049510401
1199	0.0704865809
1200	0.07047927315
1201	0.07047242417
1202	0.07047135055
1203	0.0704695668
1204	0.0704682092
1205	0.07046358679
1206	0.07045532063
1207	0.07045055825
1208	0.07044551055
1209	0.07044429771
1210	0.07044149595
1211	0.07043577898
1212	0.07043010988
1213	0.07042786908
1214	0.07042121871
1215	0.07041931616
1216	0.0703899923
1217	0.07038651706
1218	0.07038390883
1219	0.07037512926
1220	0.07037190658
1221	0.0703713623
1222	0.07036407955
1223	0.07035998333
1224	0.07035865485
1225	0.07035351851
1226	0.07035259748
1227	0.07034425296
1228	0.07033671706
1229	0.07033134296
1230	0.07032492427
1231	0.07032245591
1232	0.07031415933
1233	0.07030968841
1234	0.07030473434
1235	0.07030325807
1236	0.07029574683
1237	0.07028997788
1238	0.0702812814
1239	0.07027574556
1240	0.07027114152
1241	0.07026635806
1242	0.07025213993
1243	0.0702479267
1244	0.07023890625
1245	0.07023501524
1246	0.07023124005
1247	0.07022592936
1248	0.07022266757
1249	0.07021881176
1250	0.07021308431
1251	0.07018806086
1252	0.07018653566
1253	0.07018272497
1254	0.07016720238
1255	0.07014766289
1256	0.07014363727
1257	0.0701408854
1258	0.07013028558
1259	0.07012796529
1260	0.07011856175
1261	0.07011418304
1262	0.07010715061
1263	0.07009336871
1264	0.07008894648
1265	0.07008248695
1266	0.07007925647
1267	0.07007825602
1268	0.07006486153
1269	0.07006419671
1270	0.07005369026
1271	0.0700502582
1272	0.07004578356
1273	0.07002879727
1274	0.07001855148
1275	0.07001598717
1276	0.07001407877
1277	0.07000804023
1278	0.07000120769
1279	0.06999575452
1280	0.06999216908
1281	0.06998258663
1282	0.069979745
1283	0.06997183872
1284	0.06995360101
1285	0.06992990686
1286	0.0699164759
1287	0.06991282218
1288	0.06990136058
1289	0.06988356037
1290	0.06987950229
1291	0.0698703052
1292	0.06985268458
1293	0.06982870683
1294	0.06981759656
1295	0.06980989315
1296	0.06980029658
1297	0.06978466187
1298	0.06977871464
1299	0.06977520874
1300	0.06977130732
1301	0.06976966904
1302	0.0697499078
1303	0.06974531374
1304	0.06973472183
1305	0.06973340638
1306	0.06972714883
1307	0.06971227146
1308	0.06970965827
1309	0.0697048681
1310	0.06968874913
1311	0.06968335529
1312	0.06964749828
1313	0.06963864706
1314	0.0696359258
1315	0.0696308938
1316	0.06962200095
1317	0.06960598448
1318	0.06959831586
1319	0.06959741299
1320	0.06958822885
1321	0.0695864318
1322	0.06958284676
1323	0.06957671311
1324	0.06957441896
1325	0.06955611561
1326	0.069554888
1327	0.06955202764
1328	0.06954365574
1329	0.06953444204
1330	0.06953089009
1331	0.06952419648
1332	0.06952128594
1333	0.06951160528
1334	0.06950981031
1335	0.06949890117
1336	0.06947796101
1337	0.06947645683
1338	0.06947441144
1339	0.06947261683
1340	0.06946168841
1341	0.06946094512
1342	0.06945865887
1343	0.06945198423
1344	0.06944803794
1345	0.06943761125
1346	0.06942956747
1347	0.06942338629
1348	0.06942056258
1349	0.06941904811
1350	0.06941059548
1351	0.06939776844
1352	0.06939681612
1353	0.06939126144
1354	0.06938759048
1355	0.06938553234
1356	0.06938178701
1357	0.06937378477
1358	0.06935849887
1359	0.06935370681
1360	0.0693207688
1361	0.06931678949
1362	0.06931353862
1363	0.06931201933
1364	0.06930897231
1365	0.06930633858
1366	0.06930368842
1367	0.06929638745
1368	0.06928971762
1369	0.06928310785
1370	0.06927451572
1371	0.06927347673
1372	0.06927081951
1373	0.06926628123
1374	0.06926203388
1375	0.06925614277
1376	0.0692493529
1377	0.06924399887
1378	0.06923405321
1379	0.06923168208
1380	0.06922590721
1381	0.06921761482
1382	0.06921191882
1383	0.06920757986
1384	0.06919665057
1385	0.06919020489
1386	0.06918703402
1387	0.06918050451
1388	0.06917592212
1389	0.06917434665
1390	0.06917147501
1391	0.06916538697
1392	0.06915746971
1393	0.06915493154
1394	0.06914573701
1395	0.06914299586
1396	0.06913775246
1397	0.06913152764
1398	0.06912347217
1399	0.06911929595
1400	0.06911134357
1401	0.06910990738
1402	0.06910095703
1403	0.06909573506
1404	0.06908916463
1405	0.06908603436
1406	0.06908317245
1407	0.06908084474
1408	0.06907056347
1409	0.06906819857
1410	0.06906446108
1411	0.06906187707
1412	0.06905889231
1413	0.06905437433
1414	0.06904910435
1415	0.06903871893
1416	0.06902990006
1417	0.06901410536
1418	0.06899931752
1419	0.06899232708
1420	0.06898998907
1421	0.06898670839
1422	0.06897956945
1423	0.06895327535
1424	0.06894423
1425	0.06893900861
1426	0.06893006575
1427	0.06892694648
1428	0.06891092973
1429	0.06890008699
1430	0.06889256939
1431	0.06888882417
1432	0.06888445216
1433	0.06887549597
1434	0.06886907633
1435	0.06886106804
1436	0.06885954986
1437	0.06885580948
1438	0.06882074151
1439	0.06881296731
1440	0.06880399907
1441	0.06879504006
1442	0.06878955335
1443	0.06878520253
1444	0.06877965319
1445	0.06877701711
1446	0.06877559696
1447	0.06876565944
1448	0.06875885735
1449	0.06874451882
1450	0.06874263881
1451	0.06873732515
1452	0.06871214758
1453	0.06870563393
1454	0.06869914209
1455	0.06868801286
1456	0.0686834581
1457	0.06867964067
1458	0.06867041077
1459	0.06866436875
1460	0.06866115716
1461	0.06864924046
1462	0.06864253687
1463	0.068636461
1464	0.06863489417
1465	0.06862681866
1466	0.06862577031
1467	0.06861591319
1468	0.06861121172
1469	0.06860205827
1470	0.0685991581
1471	0.06858959356
1472	0.06857663098
1473	0.06856034008
1474	0.06855482496
1475	0.06855284448
1476	0.06854642998
1477	0.06854151478
1478	0.06853950009
1479	0.06853129942
1480	0.06852940471
1481	0.06852327369
1482	0.06851030531
1483	0.06850145843
1484	0.06849450709
1485	0.06849133443
1486	0.06848415784
1487	0.06846909161
1488	0.0684649061
1489	0.06845638927
1490	0.06845006043
1491	0.06844366218
1492	0.0684311537
1493	0.06841581147
1494	0.06841104599
1495	0.06841006308
1496	0.0684020062
1497	0.06839924523
1498	0.0683936855
